,index,original_title,genres,keywords,cast,crew,spoken_languages,vote_average,vote_count,soup,movie_id,image_url,yor,overview
384,384,Tower Heist,"['Action', 'Comedy']","['skyscrap', 'thanksgiv', 'billionair', 'fbiag', 'apart', 'highris', 'femaleag', 'plan', 'safecrack', 'heistmovi', 'deceit', 'lobbi']","['benstiller', 'eddiemurphy', 'caseyaffleck', 'alanalda', 'matthewbroderick']","['brettratner', 'brettratner', 'brettratner']",['English'],5.8,932,skyscrap thanksgiv billionair fbiag apart highris femaleag plan safecrack heistmovi deceit lobbi benstiller eddiemurphy caseyaffleck alanalda matthewbroderick brettratner brettratner brettratner Action Comedy,59108,/1HcOyMODYZXnncMikfhYkw3x2ss.jpg,2011,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.. Ordinary guys. An extraordinary robbery."
385,385,The Holiday,"['Comedy', 'Romance']","['holiday', 'londonengland', 'filmmak', 'christmasparti', 'countryhous', 'surrey', 'romanticcomedi', 'losangel', 'multiplestorylin', 'womandirector', 'christma']","['camerondiaz', 'katewinslet', 'judelaw', 'jackblack', 'eliwallach']","['nancymeyers', 'nancymeyers', 'nancymeyers']",['English'],6.7,1225,holiday londonengland filmmak christmasparti countryhous surrey romanticcomedi losangel multiplestorylin womandirector christma camerondiaz katewinslet judelaw jackblack eliwallach nancymeyers nancymeyers nancymeyers Comedy Romance,1581,/6fbqG49Q7IWBWdyJ7asNTcNbnG6.jpg,2006,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.. It's Christmas Eve and we are going to go celebrate being young and being alive."
386,386,Enemy of the State,"['Action', 'Drama', 'Thriller']","['corrupt', 'washingtond.c.', 'helicopt', 'falselyaccus', 'ident', 'mexicanstandoff', 'blackmail', 'intellig', 'wiretap', 'satellit', 'nationalsecurityagency(nsa)', 'polit', 'explodingbuild', 'suspens', 'mysteri', 'mafia', 'conspiraci', 'lawyer', 'crime', 'privaci', 'surveil', 'baltimoremaryland']","['willsmith', 'genehackman', 'jonvoight', 'reginaking', 'ianhart']","['tonyscott', 'tonyscott', 'tonyscott']",['English'],6.7,1240,corrupt washingtond.c. helicopt falselyaccus ident mexicanstandoff blackmail intellig wiretap satellit nationalsecurityagency(nsa) polit explodingbuild suspens mysteri mafia conspiraci lawyer crime privaci surveil baltimoremaryland willsmith genehackman jonvoight reginaking ianhart tonyscott tonyscott tonyscott Action Drama Thriller,9798,/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,1998,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.. It's not paranoia if they're really after you."
387,387,It's Complicated,"['Comedy', 'Romance']","['graduat', 'exhusband', 'womandirector']","['merylstreep', 'alecbaldwin', 'stevemartin', 'johnkrasinski', 'lakebell']","['nancymeyers', 'nancymeyers', 'nancymeyers']","['English', 'Français']",6.2,360,graduat exhusband womandirector merylstreep alecbaldwin stevemartin johnkrasinski lakebell nancymeyers nancymeyers nancymeyers Comedy Romance,22897,/Act1ypvpDNVzWbceIktX6KmmNhh.jpg,2009,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life – just when she thought she had it all figured out.. First comes marriage. Then comes divorce. And then..."
388,388,Ocean's Thirteen,"['Crime', 'Thriller']","['casino', 'thief', 'reveng', 'heist', 'lasvega']","['georgeclooney', 'bradpitt', 'mattdamon', 'alpacino', 'berniemac']","['stevensoderbergh', 'stevensoderbergh', 'stevensoderbergh']","['Español', 'English']",6.5,1999,casino thief reveng heist lasvega georgeclooney bradpitt mattdamon alpacino berniemac stevensoderbergh stevensoderbergh stevensoderbergh Crime Thriller,298,/pBsZs4zYUiUTemqbikTZ76iQRaU.jpg,2007,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.. What are the odds of getting even? 13 to one."
389,389,Open Season,"['Adventure', 'Animation', 'Family']","['hunter', 'mountain', 'garag', 'grizzlybear', 'bunni', 'chase', 'forest', 'deer', 'bear']","['martinlawrence', 'ashtonkutcher', 'garysinise', 'debramessing', 'billyconnolly']","['jillculton', 'jillculton', 'jillculton']",['English'],6.1,656,hunter mountain garag grizzlybear bunni chase forest deer bear martinlawrence ashtonkutcher garysinise debramessing billyconnolly jillculton jillculton jillculton Adventure Animation Family,7484,/w5Lctmkc1yah215Luxmci4djaiW.jpg,2006,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.. One Fur All & All Fur One"
390,390,Divergent,"['Adventure', 'Action', 'Science Fiction']","['basedonnovel', 'dystopia', 'youth', 'dystopicfutur', 'diverg', 'basedonyoungadultnovel']","['shailenewoodley', 'theojames', 'katewinslet', 'milesteller', 'raystevenson']","['neilburger', 'neilburger', 'neilburger']",['English'],6.9,4663,basedonnovel dystopia youth dystopicfutur diverg basedonyoungadultnovel shailenewoodley theojames katewinslet milesteller raystevenson neilburger neilburger neilburger Adventure Action Science Fiction,157350,/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,2014,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.. What makes you different makes you dangerous."
391,391,Enemy at the Gates,['War'],"['winter', 'sniper', 'worldwarii']","['judelaw', 'rachelweisz', 'edharris', 'josephfiennes', 'bobhoskins']","['jean-jacquesannaud', 'jean-jacquesannaud', 'jean-jacquesannaud']","['Deutsch', 'English']",7.2,999,winter sniper worldwarii judelaw rachelweisz edharris josephfiennes bobhoskins jean-jacquesannaud jean-jacquesannaud jean-jacquesannaud War,853,/9cSoNnB31hGY2mL78VT8mAbz6nR.jpg,2001,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.. Some Men Are Born To Be Heroes.
392,392,The Rundown,"['Adventure', 'Action', 'Comedy', 'Thriller']","['hunter', 'bounti', 'bountyhunt', 'fight', 'amazon', 'treasurehunt', 'jungl']","['dwaynejohnson', 'seannwilliamscott', 'rosariodawson', 'christopherwalken', 'erniereyes,jr.']","['peterberg', 'peterberg', 'peterberg']","['Português', 'English']",6.4,514,"hunter bounti bountyhunt fight amazon treasurehunt jungl dwaynejohnson seannwilliamscott rosariodawson christopherwalken erniereyes,jr. peterberg peterberg peterberg Adventure Action Comedy Thriller",10159,/cwNeP2fz0vqNhmKIcSgLD0xc6g2.jpg,2003,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.. cut to the chase"
393,393,Last Action Hero,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","['magic', 'movieinmovi', 'spoof', 'magicalobject', 'ticket', 'self-referenti', ""child'spointofview""]","['arnoldschwarzenegger', 'f.murrayabraham', 'artcarney', 'charlesdance', 'frankmcrae']","['johnmctiernan', 'johnmctiernan', 'johnmctiernan']",['English'],6.1,712,magic movieinmovi spoof magicalobject ticket self-referenti child'spointofview arnoldschwarzenegger f.murrayabraham artcarney charlesdance frankmcrae johnmctiernan johnmctiernan johnmctiernan Adventure Fantasy Action Comedy Family,9593,/yTfjHPqh7C7bkfMtEKx2mPdorQw.jpg,1993,"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.. This isn't the movies anymore."
394,394,Memoirs of a Geisha,"['Drama', 'History', 'Romance']","['japan', 'prostitut', 'sistersisterrelationship', 'brothel', 'worldwarii']","['zhangziyi', 'gongli', 'youkikudoh', 'tsaichin', 'suzukaohgo']","['robmarshall', 'robmarshall', 'robmarshall']","['English', '日本語']",7.3,652,japan prostitut sistersisterrelationship brothel worldwarii zhangziyi gongli youkikudoh tsaichin suzukaohgo robmarshall robmarshall robmarshall Drama History Romance,1904,/pBwYsQaSTgnPphIy02DJjCF2cqs.jpg,2005,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.. My world is as forbidden as it is fragile; without its mysteries, it cannot survive."
395,395,The Fast and the Furious: Tokyo Drift,"['Action', 'Crime', 'Drama', 'Thriller']","['carrac', 'carjourney', 'carmechan', 'auto', 'auto-tun', 'car', 'automobilerac']","['lucasblack', 'nathaliekelley', 'sungkang', 'shadmoss', 'briantee']","['justinlin', 'justinlin', 'justinlin']","['English', '日本語']",6.1,1705,carrac carjourney carmechan auto auto-tun car automobilerac lucasblack nathaliekelley sungkang shadmoss briantee justinlin justinlin justinlin Action Crime Drama Thriller,9615,/cm2ffqb3XovzA5ZSzyN3jnn8qv0.jpg,2006,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing. On the streets of Tokyo, speed needs no translation..."
396,396,Arthur Christmas,"['Drama', 'Animation', 'Family', 'Comedy']","['holiday', 'santaclaus', 'duringcreditssting', 'womandirector', 'christma']","['jamesmcavoy', 'hughlaurie', 'billnighy', 'jimbroadbent', 'imeldastaunton']","['barrycook', 'barrycook', 'barrycook']",['English'],6.7,333,holiday santaclaus duringcreditssting womandirector christma jamesmcavoy hughlaurie billnighy jimbroadbent imeldastaunton barrycook barrycook barrycook Drama Animation Family Comedy,51052,/sPCrGLdTMn0ud3oAJG37VDxpQfZ.jpg,2011,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one – Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorized rookie mission to get the last present half way around the globe before dawn on Christmas morning.. Ever wonder how 2 Billion presents get delivered all in 1 night?"
397,397,Meet Joe Black,"['Fantasy', 'Drama', 'Mystery']","['lifeanddeath', 'loveatfirstsight', 'brokenengag', 'firework', 'religionandsupernatur', 'teenagecrush', 'fate', 'doctor', 'millionair']","['bradpitt', 'anthonyhopkins', 'claireforlani', 'jeffreytambor', 'marciagayharden']","['martinbrest', 'martinbrest', 'martinbrest']",['English'],6.9,1147,lifeanddeath loveatfirstsight brokenengag firework religionandsupernatur teenagecrush fate doctor millionair bradpitt anthonyhopkins claireforlani jeffreytambor marciagayharden martinbrest martinbrest martinbrest Fantasy Drama Mystery,297,/fDPAjvfPMomkKF7cMRmL5Anak61.jpg,1998,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.. Sooner or later everyone does."
398,398,Collateral Damage,"['Action', 'Thriller', 'Drama']","['terrorist', 'fbi', 'colombia', 'firemen', 'reveng', 'explos', 'carexplos', 'bombattack']","['arnoldschwarzenegger', 'francescaneri', 'eliaskoteas', 'cliffcurtis', 'johnturturro']","['andrewdavis', 'andrewdavis', 'andrewdavis']","['English', 'Español']",5.5,427,terrorist fbi colombia firemen reveng explos carexplos bombattack arnoldschwarzenegger francescaneri eliaskoteas cliffcurtis johnturturro andrewdavis andrewdavis andrewdavis Action Thriller Drama,9884,/uyzgI1jqMjQMzbjhMrWvWHd76Ua.jpg,2002,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.. What would you do if you lost everything?
399,399,All That Jazz,"['Drama', 'Music']","['showbusi', 'filmmak', 'tapdanc', 'movieinmovi', 'divorc', 'tvshowinfilm', 'stand-upcomedian', 'broadway', 'rainstorm', 'surgeri', 'dreamsequ', 'semiautobiograph']","['royscheider', 'jessicalange', 'lelandpalmer', 'annreinking', 'benvereen']","['bobfosse', 'bobfosse', 'bobfosse']",['English'],7.3,85,showbusi filmmak tapdanc movieinmovi divorc tvshowinfilm stand-upcomedian broadway rainstorm surgeri dreamsequ semiautobiograph royscheider jessicalange lelandpalmer annreinking benvereen bobfosse bobfosse bobfosse Drama Music,16858,/culCEdj4srLljefgn4XKd6k3C5t.jpg,1979,"Bob Fosse's semi-autobiographical film celebrates show business stripped of glitz or giddy illusions. Joe Gideon (Roy Scheider) is at the top of the heap, one of the most successful directors and choreographers in musical theatre. But he can feel his world slowly collapsing around him--his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.. All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz."
400,400,Mirror Mirror,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Family']","['attemptedmurd', 'fairytal', 'blackmag', 'cockroach', 'villai', 'goodvsevil', 'insecur', 'mirror', 'snowwhit', 'evilqueen', 'gala', 'duringcreditssting']","['juliaroberts', 'lilycollins', 'armiehammer', 'nathanlane', 'martinklebba']","['tarsemsingh', 'tarsemsingh', 'tarsemsingh']",['English'],5.5,1114,attemptedmurd fairytal blackmag cockroach villai goodvsevil insecur mirror snowwhit evilqueen gala duringcreditssting juliaroberts lilycollins armiehammer nathanlane martinklebba tarsemsingh tarsemsingh tarsemsingh Adventure Fantasy Drama Comedy Science Fiction Family,62764,/pys6zIJN8Sxlk2Ss2GZuYuXPbtw.jpg,2012,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil.... The Snow White legend comes alive."
401,401,Scott Pilgrim vs. the World,"['Action', 'Adventure', 'Comedy']","['whip', 'hipster', 'unconsci', 'girlfight', 'aftercreditssting']","['michaelcera', 'maryelizabethwinstead', 'kieranculkin', 'chrisevans', 'annakendrick']","['edgarwright', 'edgarwright', 'edgarwright']",['English'],7.2,2126,whip hipster unconsci girlfight aftercreditssting michaelcera maryelizabethwinstead kieranculkin chrisevans annakendrick edgarwright edgarwright edgarwright Action Adventure Comedy,22538,/gseLBM6CzrwubkvGAqOsVd7FtKn.jpg,2010,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.. Get the hot girl. Defeat her evil exes. Hit love where it hurts."
402,402,The Core,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",['disasterfilm'],"['aaroneckhart', 'hilaryswank', 'delroylindo', 'stanleytucci', 'tchékykaryo']","['jonamiel', 'jonamiel', 'jonamiel']",['English'],5.4,516,disasterfilm aaroneckhart hilaryswank delroylindo stanleytucci tchékykaryo jonamiel jonamiel jonamiel Action Thriller Adventure Science Fiction,9341,/jaG2vih2z4V5fP9pnYSIL65lr8d.jpg,2003,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.. Earth has a deadline."
403,403,Nutty Professor II: The Klumps,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']","['alterego', 'madscientist', 'famili', 'dean', 'duringcreditssting', 'researchlaboratori']","['eddiemurphy', 'janetjackson', 'larrymiller', 'johnales', 'richardgant']","['petersegal', 'petersegal', 'petersegal']",['English'],4.7,332,alterego madscientist famili dean duringcreditssting researchlaboratori eddiemurphy janetjackson larrymiller johnales richardgant petersegal petersegal petersegal Fantasy Comedy Romance Science Fiction,12107,/v8gI95Eio7kAjixyqYHxNKmJTmm.jpg,2000,"The hilarity begins when professor Sherman Klump finds romance with fellow DNA specialist, Denise Gaines, and discovers a brilliant formula that reverses aging. But Sherman's thin and obnoxious alter ego, Buddy Love, wants out...and a big piece of the action. And when Buddy gets loose, things get seriously nutty.. The Klumps are back!"
404,404,Scooby-Doo,"['Mystery', 'Adventure', 'Comedy']","['voodoo', 'resort']","['freddieprinzejr.', 'sarahmichellegellar', 'matthewlillard', 'lindacardellini', 'rowanatkinson']","['rajagosnell', 'rajagosnell', 'rajagosnell']",['English'],5.4,820,voodoo resort freddieprinzejr. sarahmichellegellar matthewlillard lindacardellini rowanatkinson rajagosnell rajagosnell rajagosnell Mystery Adventure Comedy,9637,/3B9dxR5hE34W8ALLbP6SGdTgBRc.jpg,2002,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.. Get a Clue"
405,405,Dredd,"['Action', 'Science Fiction']","['usa', 'corrupt', 'crimefight', 'judg', 'metropoli', 'law', 'post-apocalypt', 'dystopia', 'polic', 'futurist', 'basedoncomicbook', 'gore', 'surviv', 'gunfight', 'gangster', 'extremeviol', 'psychic', 'violenc', 'crimin', 'justic', 'druglord', 'basedongraphicnovel', 'dystopicfutur', 'darkhumor', 'rooki']","['karlurban', 'oliviathirlby', 'lenaheadey', 'woodharris', 'jasoncope']","['petetravis', 'petetravis', 'petetravis']",['English'],6.6,1940,usa corrupt crimefight judg metropoli law post-apocalypt dystopia polic futurist basedoncomicbook gore surviv gunfight gangster extremeviol psychic violenc crimin justic druglord basedongraphicnovel dystopicfutur darkhumor rooki karlurban oliviathirlby lenaheadey woodharris jasoncope petetravis petetravis petetravis Action Science Fiction,49049,/wLx65gtGVnUFCxceHWGszcruCZj.jpg,2012,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.. Judgement is coming"
406,406,Click,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['regret', 'workahol', 'heartattack', 'architect', 'dyinganddeath', 'timetravel', 'remotecontrol', 'children', 'hospit', 'wed', 'dog', 'secondch', 'alternater', 'fatherhood']","['adamsandler', 'katebeckinsale', 'christopherwalken', 'davidhasselhoff', 'henrywinkler']","['frankcoraci', 'frankcoraci', 'frankcoraci']","['English', 'Português']",6.0,2104,regret workahol heartattack architect dyinganddeath timetravel remotecontrol children hospit wed dog secondch alternater fatherhood adamsandler katebeckinsale christopherwalken davidhasselhoff henrywinkler frankcoraci frankcoraci frankcoraci Comedy Drama Fantasy Romance,9339,/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,2006,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.. What If You Had A Remote... That Controlled Your Universe?
407,407,Creepshow,"['Horror', 'Comedy', 'Fantasy']","['monster', 'halloween', 'meteor', 'buriedal', 'cockroach', 'antholog', 'basedoncomicbook', 'gore', 'animatedsequ', 'zombi', 'livingdead']","['halholbrook', 'adriennebarbeau', 'fritzweaver', 'leslienielsen', 'carrienye']","['georgea.romero', 'georgea.romero', 'georgea.romero']","['English', 'Italiano']",6.7,226,monster halloween meteor buriedal cockroach antholog basedoncomicbook gore animatedsequ zombi livingdead halholbrook adriennebarbeau fritzweaver leslienielsen carrienye georgea.romero georgea.romero georgea.romero Horror Comedy Fantasy,16281,/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg,1982,"Inspired by the E.C. comics of the 1950s, George A.Romero and Stephen King bring five tales of terror to the screen.. The Most Fun You'll Ever Have... BEING SCARED!"
408,408,Cats & Dogs 2 : The Revenge of Kitty Galore,"['Comedy', 'Family']","['tortur', 'aftercreditssting', 'duringcreditssting', '3d']","['jamesmarsden', 'nicknolte', 'christinaapplegate', 'bettemidler', 'pascalehutton']","['bradpeyton', 'bradpeyton', 'bradpeyton']","['English', 'ภาษาไทย']",4.9,119,tortur aftercreditssting duringcreditssting 3d jamesmarsden nicknolte christinaapplegate bettemidler pascalehutton bradpeyton bradpeyton bradpeyton Comedy Family,39691,/nTsZT66I4U3aS9ezLdOKacfvo8T.jpg,2010,The ongoing war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.. Just like real spies... only furrier.
409,409,Jumper,"['Adventure', 'Fantasy', 'Science Fiction']","['adolesc', 'basedonnovel', 'lossofchild', 'fight', 'chase', 'teleport', 'supernaturalpow', 'leapintim', 'enemi', 'motherlylov']","['haydenchristensen', 'jamiebell', 'samuell.jackson', 'rachelbilson', 'michaelrooker']","['dougliman', 'dougliman', 'dougliman']",['Français'],5.9,1799,adolesc basedonnovel lossofchild fight chase teleport supernaturalpow leapintim enemi motherlylov haydenchristensen jamiebell samuell.jackson rachelbilson michaelrooker dougliman dougliman dougliman Adventure Fantasy Science Fiction,8247,/3pPZ9JhNz3VMmASVir5SMHvTDUU.jpg,2008,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!. anywhere is possible."
410,410,Hellboy II: The Golden Army,"['Adventure', 'Fantasy', 'Science Fiction']","['auction', 'northernireland', 'superhero', 'rebellion', 'violenc', 'spear', 'superheroteam', 'armrippedoff', 'supervillain', 'remors', 'fathersonconflict']","['ronperlman', 'selmablair', 'jeffreytambor', 'dougjones', 'johnhurt']","['guillermodeltoro', 'guillermodeltoro', 'guillermodeltoro']",['English'],6.5,1527,auction northernireland superhero rebellion violenc spear superheroteam armrippedoff supervillain remors fathersonconflict ronperlman selmablair jeffreytambor dougjones johnhurt guillermodeltoro guillermodeltoro guillermodeltoro Adventure Fantasy Science Fiction,11253,/fGQAO4RgUzspO7L4u5KXirIn34s.jpg,2008,"In this continuation to the adventure of the demon superhero, an evil elf breaks an ancient pact between humans and creatures, as he declares war against humanity. He is on a mission to release The Golden Army, a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat the evil prince.. Saving the world is a hell of a job."
411,411,Zodiac,"['Crime', 'Drama', 'Mystery', 'Thriller']","['california', 'sanfrancisco', 'kill', 'journalist', 'newspap', 'massmurd', 'plannedmurd', 'embassi', 'victim', 'threattodeath', 'victimofmurd', 'code', 'polic', 'murder', 'serialkil', 'report']","['jakegyllenhaal', 'robertdowneyjr.', 'markruffalo', 'anthonyedwards', 'briancox']","['davidfincher', 'davidfincher', 'davidfincher']",['English'],7.3,2023,california sanfrancisco kill journalist newspap massmurd plannedmurd embassi victim threattodeath victimofmurd code polic murder serialkil report jakegyllenhaal robertdowneyjr. markruffalo anthonyedwards briancox davidfincher davidfincher davidfincher Crime Drama Mystery Thriller,1949,/hQhcbb8JvPFPkhaWUsG545d9LRD.jpg,2007,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.. There's more than one way to lose your life to a killer."
412,412,The 6th Day,['Science Fiction'],"['clone', 'futur', 'murder', 'clone', 'lasergun', 'dystopicfutur', 'implantedmemori']","['arnoldschwarzenegger', 'michaelrapaport', 'tonygoldwyn', 'michaelrooker', 'sarahwynter']","['rogerspottiswoode', 'rogerspottiswoode', 'rogerspottiswoode']",['English'],5.7,595,clone futur murder clone lasergun dystopicfutur implantedmemori arnoldschwarzenegger michaelrapaport tonygoldwyn michaelrooker sarahwynter rogerspottiswoode rogerspottiswoode rogerspottiswoode Science Fiction,8452,/oKtQLgBXiC0UOT8d33yJMYYm34Z.jpg,2000,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.. Are You Who You Think You Are
413,413,Bruce Almighty,"['Fantasy', 'Comedy']","['christian', 'moon', 'mose', 'streetgang', 'lovesick', 'journal', 'newlov', 'faith', 'prayer', 'god', 'carcrash']","['jimcarrey', 'jenniferaniston', 'philipbakerhall', 'catherinebell', 'lisaannwalter']","['tomshadyac', 'tomshadyac', 'tomshadyac']",['English'],6.4,3012,christian moon mose streetgang lovesick journal newlov faith prayer god carcrash jimcarrey jenniferaniston philipbakerhall catherinebell lisaannwalter tomshadyac tomshadyac tomshadyac Fantasy Comedy,310,/f0QqG14SZYYZcV4VWykVc5w13dz.jpg,2003,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.. In Bruce we trust"
414,414,The Expendables,"['Thriller', 'Adventure', 'Action']","['tattoo', 'martialart', 'sniper', 'island', 'mercenari', 'bridg', 'rescu', 'escap', 'church', 'drug', 'blade', 'ensemblecast', 'duringcreditssting']","['sylvesterstallone', 'jasonstatham', 'dolphlundgren', 'ericroberts', 'randycouture']","['sylvesterstallone', 'sylvesterstallone', 'sylvesterstallone']","['English', 'Español']",6.0,2926,tattoo martialart sniper island mercenari bridg rescu escap church drug blade ensemblecast duringcreditssting sylvesterstallone jasonstatham dolphlundgren ericroberts randycouture sylvesterstallone sylvesterstallone sylvesterstallone Thriller Adventure Action,27578,/tDynwDj3pvexrEQ8wb0uy8EdcGQ.jpg,2010,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.. Choose Your Weapon."
415,415,Mission: Impossible,"['Adventure', 'Action', 'Thriller']","['pari', 'londonengland', 'spi', 'cia', 'terrorist', 'secretident', 'undercov', 'armsdeal', 'secretbas', 'secretmiss', 'pragu', 'embassi', 'secretag', 'comput', 'mission', 'basedontvseri', 'espionag', 'agent']","['tomcruise', 'jonvoight', 'emmanuellebéart', 'henryczerny', 'jeanreno']","['briandepalma', 'briandepalma', 'briandepalma']","['English', 'Français']",6.7,2631,pari londonengland spi cia terrorist secretident undercov armsdeal secretbas secretmiss pragu embassi secretag comput mission basedontvseri espionag agent tomcruise jonvoight emmanuellebéart henryczerny jeanreno briandepalma briandepalma briandepalma Adventure Action Thriller,954,/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg,1996,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.. Expect the Impossible."
